iter	Logloss
304	0.3926317736
305	0.3925396409
306	0.3924959082
307	0.3924437367
308	0.3923792746
309	0.3923123801
310	0.3922818154
311	0.3922336894
312	0.3921249204
313	0.3920634925
314	0.3920117657
315	0.3920017182
316	0.3919938493
317	0.3919184623
318	0.3918577016
319	0.3918335989
320	0.3918083885
321	0.391737102
322	0.3917288057
323	0.3916625065
324	0.391600543
325	0.3914995453
326	0.3914318212
327	0.3913951937
328	0.3913177203
329	0.3912629096
330	0.3912008296
331	0.3911805151
332	0.3910989671
333	0.3910223014
334	0.3909358657
335	0.3908759998
336	0.3908213359
337	0.3907249412
338	0.3906691004
339	0.3905790694
340	0.3904986513
341	0.3904003911
342	0.3903259932
343	0.390230362
344	0.3901112534
345	0.3900406702
346	0.3899824261
347	0.389927454
348	0.3898138288
349	0.3897532076
350	0.3897081577
351	0.3896340907
352	0.389549464
353	0.3894457066
354	0.3893077858
355	0.3891847547
356	0.3890597809
357	0.3889024699
358	0.3888284695
359	0.3886973883
360	0.3885859948
361	0.3884462074
362	0.3884180591
363	0.3882803503
364	0.3882156305
365	0.3881225196
366	0.3880407134
367	0.3879386667
368	0.3878196984
369	0.3877479924
370	0.3876783359
371	0.3875337903
372	0.3874424148
373	0.3873913706
374	0.3873063885
375	0.3871998656
376	0.3870734758
377	0.3869701698
378	0.3868588897
379	0.3867593818
380	0.3866804375
381	0.3866010144
382	0.3865164205
383	0.3864674604
384	0.386422597
385	0.3863411638
386	0.3862832403
387	0.3861761562
388	0.3860685661
389	0.3860122089
390	0.3859314273
391	0.3858250982
392	0.3857719368
393	0.3857117201
394	0.3855742323
395	0.3854925858
396	0.3854058322
397	0.3852956951
398	0.3851715776
399	0.3850870929
400	0.3849977733
401	0.3849069635
402	0.3848104073
403	0.3847079858
404	0.3846334612
405	0.3845316006
406	0.3844304841
407	0.3843551439
408	0.3842624847
409	0.3841872278
410	0.3841407838
411	0.3840539215
412	0.3839424036
413	0.3838586244
414	0.3837967017
415	0.3837502164
416	0.3836655772
417	0.3835501328
418	0.3834568539
419	0.3833459364
420	0.3832959728
421	0.3832371585
422	0.3831840355
423	0.383085724
424	0.3829798347
425	0.3828588721
426	0.3827752341
427	0.3827185906
428	0.3825841056
429	0.382492267
430	0.3823619828
431	0.38228432
432	0.3821744996
433	0.3821134746
434	0.382021625
435	0.3819401955
436	0.3818937351
437	0.3818011902
438	0.3816924517
439	0.3815979279
440	0.3815299725
441	0.3814524479
442	0.381361386
443	0.3812722033
444	0.3811615895
445	0.3810934188
446	0.3809953631
447	0.3808958378
448	0.3808219406
449	0.3807408712
450	0.3806691845
451	0.3805810032
452	0.3804944882
453	0.380444103
454	0.3803636663
455	0.3802575549
456	0.3801590311
457	0.3800593815
458	0.3799573014
459	0.3798827818
460	0.3797717541
461	0.3796680249
462	0.379566224
463	0.3794643288
464	0.3793815405
465	0.3793243149
466	0.3792130213
467	0.379137298
468	0.3790580893
469	0.3789663822
470	0.3789010549
471	0.3788056275
472	0.3787122798
473	0.378628501
474	0.3785101662
475	0.3784017184
476	0.3783248062
477	0.3782454052
478	0.3781781089
479	0.3780240614
480	0.3779808248
481	0.3779029135
482	0.3778421577
483	0.3777679753
484	0.3777200306
485	0.3776304064
486	0.3775489093
487	0.3774817327
488	0.3774428261
489	0.377325335
490	0.3771815602
491	0.3771325522
492	0.3770235122
493	0.3769403282
494	0.3768732486
495	0.3768137058
496	0.3767294906
497	0.3766646375
498	0.3766194937
499	0.3765359184
500	0.3764713438
501	0.3763873451
502	0.3763077852
503	0.3762497394
504	0.376213318
505	0.3761554324
506	0.3760792518
507	0.3759698159
508	0.3759323276
509	0.375862775
510	0.3757941311
511	0.375729172
512	0.3756394069
513	0.3755532248
514	0.3754733299
515	0.375381968
516	0.3753384843
517	0.3752844649
518	0.3752049122
519	0.375150338
520	0.3750831497
521	0.3750040563
522	0.3749352752
523	0.3748613443
524	0.3748283145
525	0.3747536843
526	0.3746765003
527	0.3745952811
528	0.3745616255
529	0.3744849209
530	0.3744200836
531	0.374376841
532	0.3743119647
533	0.3742302363
534	0.3741558026
535	0.3740716961
536	0.3739911732
537	0.3738897629
538	0.3738086786
539	0.3737339804
540	0.3736679096
541	0.373602449
542	0.3735286957
543	0.3734508829
544	0.3733920836
545	0.3733197177
546	0.3732402295
547	0.3731770953
548	0.3731222257
549	0.3730523286
550	0.3729660822
551	0.3728703159
552	0.372803227
553	0.3727291273
554	0.3726604783
555	0.3725957668
556	0.3725270382
557	0.3724387772
558	0.3723694901
559	0.3723011671
560	0.3722429496
561	0.3721734123
562	0.3720858354
563	0.3720234743
564	0.3719506941
565	0.371892716
566	0.3718150987
567	0.3716983361
568	0.3716262722
569	0.3715844029
570	0.3715121066
571	0.3714551098
572	0.3713907168
573	0.3713385847
574	0.3712468162
575	0.3711782964
576	0.3711175652
577	0.3710527776
578	0.3709854429
579	0.3709243264
580	0.3708971595
581	0.3708239941
582	0.3707635173
583	0.3707140106
584	0.3706478786
585	0.3705865491
586	0.3705181896
587	0.3704488339
588	0.3703823387
589	0.3703168271
590	0.3702584873
591	0.3701581585
592	0.370098487
593	0.3700508258
594	0.3699967144
595	0.3699180552
596	0.369810833
597	0.3697310523
598	0.3696716278
599	0.3696487341
600	0.3696045651
601	0.3695502951
602	0.3694812364
603	0.3694523803
604	0.3693876413
605	0.3693283267
606	0.3692707214
607	0.3692078064
608	0.3691564634
609	0.3690972467
610	0.3690610464
611	0.3690393092
612	0.3689866599
613	0.3689207958
614	0.3688389114
615	0.3687738586
616	0.3687249258
617	0.3686807267
618	0.3686106495
619	0.3685500808
620	0.3684987645
621	0.3684514492
622	0.368388339
623	0.3682709639
624	0.3682062276
625	0.3681212704
626	0.3680744141
627	0.3680132196
628	0.367933213
629	0.3678808624
630	0.3678121712
631	0.3677565103
632	0.3677072956
633	0.3676622095
634	0.3676121437
635	0.3675549013
636	0.3674967942
637	0.3674395727
638	0.3673900624
639	0.3673276405
640	0.367283252
641	0.3672225794
642	0.3671627181
643	0.3671010407
644	0.3670524925
645	0.3669888689
646	0.3669059514
647	0.3668427068
648	0.3667693891
649	0.3667174965
650	0.3666416279
651	0.3665956373
652	0.3665447097
653	0.3664792954
654	0.3664311924
655	0.3663572625
656	0.3662858331
657	0.3662420262
658	0.3661855052
659	0.366171715
660	0.3661320019
661	0.3660726753
662	0.3660292635
663	0.3659846586
664	0.3659299346
665	0.365886962
666	0.3658090122
667	0.3657687332
668	0.3657040515
669	0.3656852809
670	0.3656431679
671	0.3655800447
672	0.3654943301
673	0.3654166835
674	0.3654023758
675	0.3653597412
676	0.3652797017
677	0.3652284762
678	0.3651934503
679	0.3651344247
680	0.3650965978
681	0.3650279933
682	0.3649744016
683	0.364922003
684	0.3648631578
685	0.3648220276
686	0.3647650393
687	0.3647205141
688	0.3646768072
689	0.3646296151
690	0.3645805467
691	0.3645017823
692	0.3644370386
693	0.3643899435
694	0.3643367536
695	0.3642824015
696	0.3642564111
697	0.3641870699
698	0.3641486866
699	0.3641064382
700	0.3640663398
701	0.3640258135
702	0.3639770189
703	0.3639328732
704	0.3639047267
705	0.3638447663
706	0.3637687323
707	0.3636806863
708	0.3636309564
709	0.3635488369
710	0.3634716035
711	0.363421525
712	0.3633552296
713	0.3632943797
714	0.3632410507
715	0.3631688058
716	0.3630881219
717	0.3630111806
718	0.3629598453
719	0.3628740028
720	0.3628165407
721	0.3627660009
722	0.3626982973
723	0.3626352419
724	0.3626066825
725	0.3625531566
726	0.3624494554
727	0.3623926422
728	0.3623613135
729	0.3623163625
730	0.3622188791
731	0.3621621919
732	0.3621163389
733	0.362099887
734	0.3620300845
735	0.3619896618
736	0.3619376322
737	0.3618813604
738	0.3618358259
739	0.3617961126
740	0.3617452613
741	0.3617013395
742	0.3616472336
743	0.3616117661
744	0.3615825102
745	0.361533761
746	0.3615003733
747	0.3614402689
748	0.3614028494
749	0.3613581864
750	0.3613280945
751	0.3612849132
752	0.3612392791
753	0.3611600561
754	0.3611038197
755	0.3610716586
756	0.3610473295
757	0.361015902
758	0.3609868013
759	0.3609559106
760	0.3608893921
761	0.3608199423
762	0.3607475032
763	0.3606929236
764	0.3606342851
765	0.3605676473
766	0.3605046134
767	0.3604610963
768	0.3604239487
769	0.3604111972
770	0.3603908374
771	0.3603541184
772	0.3603063283
773	0.3602306824
774	0.3601863683
775	0.360141137
776	0.3601052465
777	0.3600719494
778	0.3600157036
779	0.3599528142
780	0.3598940319
781	0.3598414773
782	0.3597777071
783	0.3597366655
784	0.3597047162
785	0.3596744193
786	0.3596637055
787	0.3596168817
788	0.3595692199
789	0.3595082214
790	0.3594491855
791	0.3593997484
792	0.359362443
793	0.3593009968
794	0.3592561428
795	0.3592162665
796	0.3591494659
797	0.3591053405
798	0.3590446965
799	0.35899791
800	0.3589074272
801	0.3588513618
802	0.3587630107
803	0.3587282883
804	0.358697122
805	0.358643669
806	0.358557594
807	0.3585038765
808	0.3584560136
809	0.3583694125
810	0.358319476
811	0.3582708271
812	0.3581844774
813	0.3581417715
814	0.3581023864
815	0.3580763076
816	0.3580248631
817	0.3579517886
818	0.3578792671
819	0.3578346806
820	0.3577918393
821	0.3577479068
822	0.3576770044
823	0.3576420203
824	0.3575765821
825	0.3575482597
826	0.3574734758
827	0.3574275511
828	0.3573087424
829	0.3572596904
830	0.3572162222
831	0.3571672976
832	0.357094827
833	0.3570409957
834	0.3569885423
835	0.3569481702
836	0.3569113008
837	0.3568760965
838	0.3568485655
839	0.3567695048
840	0.3567424247
841	0.3567165847
842	0.3566735117
843	0.356644812
844	0.3565832544
845	0.3565149867
846	0.3564709983
847	0.3563863862
848	0.3563493517
849	0.3562855763
850	0.3562157689
851	0.3561706305
852	0.3561256344
853	0.3560375441
854	0.3560063049
855	0.3559893933
856	0.3559694724
857	0.3559145062
858	0.3558559971
859	0.3558282418
860	0.3557741384
861	0.3557477201
862	0.3557022974
863	0.3556498749
864	0.3556247386
865	0.3555926378
866	0.3555209358
867	0.3554968778
868	0.3554324319
869	0.355389513
870	0.3553666502
871	0.3553419737
872	0.3552455625
873	0.3552079701
874	0.3551403375
875	0.3551101656
876	0.3550554931
877	0.3550126658
878	0.3549670535
879	0.3549172737
880	0.3548506157
881	0.354725835
882	0.3546856609
883	0.3545986588
884	0.3545040501
885	0.3544642359
886	0.354410114
887	0.3543912382
888	0.3542880663
889	0.3542001888
890	0.3541469932
891	0.3540705555
892	0.3540355586
893	0.3539920213
894	0.3539417735
895	0.3538691591
896	0.3538309582
897	0.3538073332
898	0.3537718478
899	0.3537297648
900	0.3536488133
901	0.35359359
902	0.3535677273
903	0.3535101288
904	0.3534330156
905	0.3534019716
906	0.3533307379
907	0.353292498
908	0.3532169099
909	0.353174417
910	0.3531650703
911	0.3531173228
912	0.3530751949
913	0.3530245823
914	0.353014985
915	0.3529906442
916	0.3529693271
917	0.3529405521
918	0.3529018176
919	0.3528383075
920	0.3527787429
921	0.352718541
922	0.3526425743
923	0.3525974942
924	0.3525870817
925	0.3525497721
926	0.3524988114
927	0.3524485341
928	0.3524131328
929	0.3523794525
930	0.3523327353
931	0.3522686208
932	0.3522362865
933	0.3522143956
934	0.3521840229
935	0.3521121296
936	0.3520719308
937	0.3519830261
938	0.3519229104
939	0.3518459478
940	0.3518049903
941	0.3517662892
942	0.3517222603
943	0.3516904626
944	0.3516326707
945	0.3515951131
946	0.3515511341
947	0.3515233483
948	0.3514315321
949	0.3514017345
950	0.3513516648
951	0.3513230283
952	0.3512592079
953	0.3512254101
954	0.3511371909
955	0.3511287784
956	0.3510845908
957	0.3510467899
958	0.3510058796
959	0.3509642336
960	0.3509132818
961	0.3508400595
962	0.3508006648
963	0.3507231821
964	0.3506745226
965	0.350638595
966	0.3506211891
967	0.3505795472
968	0.3505481639
969	0.3504974535
970	0.350445818
971	0.3504378948
972	0.3503693587
973	0.3503637327
974	0.3503075139
975	0.3502740014
976	0.3502385765
977	0.3502060255
978	0.3501730603
979	0.3501434223
980	0.3500607038
981	0.3500212848
982	0.349959809
983	0.3499180326
984	0.3498470383
985	0.349795494
986	0.3497347841
987	0.3496833731
988	0.3496746238
989	0.3496122954
990	0.3495480821
991	0.3495262759
992	0.3494842919
993	0.3494616287
994	0.3494316056
995	0.3493839658
996	0.3493227605
997	0.3492826453
998	0.3492102744
999	0.3491774165
